t,regimen,p_regimen_0,p_regimen_1,p_max,modas_efectivas,z_lag,ambiguo,b_t_realizada,factor_volatil,sep_dinamica,sep_tendencia,separacion,sep_en_sd,bimodal,nivel_curva,bloque
119,1,0.03595027565439519,0.9640497243456048,0.9640497243456048,1.0744782169058527,0.44993682088977466,0,0.24095807326984456,0.8117876383581291,3.816543745965413,0.7228742198095337,4.5394179657749465,4.5394179657749465,0,0.5501133382737536,train
120,0,0.7520238527898555,0.2479761472101445,0.7520238527898555,1.594814823855721,-0.1702180759276987,0,1.082347508633853,0.9218678482453972,0.45732582035996294,0.8117606314753898,1.2690864518353528,1.2690864518353528,0,1.5345317687576892,train
121,1,0.4421682340055209,0.5578317659944791,0.5578317659944791,1.9735971139350958,0.03636855520868448,1,0.26607274110580664,0.9163260790097826,0.5002339009436954,0.79821822331742,1.2984521242611153,1.2984521242611153,1,-0.4175008612929654,train
122,1,0.015843913322390126,0.9841560866776099,0.9841560866776099,1.032189625646269,0.5370816265524897,0,0.3206762502840216,1.1158718191199548,0.9201129753405445,0.9620287508520647,1.8821417261926092,1.8821417261926092,0,0.7649246147018782,train
123,1,0.6955478331845091,0.3044521668154909,0.6955478331845091,1.7346718450684224,-0.12790951845432072,1,0.28222403748022634,0.9918198322280368,0.5111836701630427,0.8466721124406791,1.3578557826037216,1.3578557826037216,1,-0.13654643804352426,train
124,0,0.668562684876673,0.33143731512332697,0.668562684876673,1.7958907085417168,-0.10898694067350474,1,1.3731627399577742,1.2177799092887338,0.560752889546793,1.0298720549683307,1.5906249445151237,1.5906249445151237,1,-0.3502173350203568,train
125,1,0.2301843346132521,0.7698156653867478,0.7698156653867478,1.5489443492075436,0.1845599796599996,0,0.3734490032384552,1.336491508064892,2.232552607825244,1.1203470097153656,3.3528996175406096,3.3528996175406096,0,2.445088948578201,train
126,0,0.9553359034011515,0.04466409659884851,0.9553359034011515,1.093300552860766,-0.4247380462422986,0,1.5840140858910394,1.4289129092720056,2.6029339135564937,1.1880105644182795,3.790944477974773,3.790944477974773,0,3.9060831018549895,train
127,1,0.24357206367905243,0.7564279363209476,0.7564279363209476,1.5835047625057386,0.17371456722024406,0,0.37541139628218245,1.364939994610296,2.9397211136693584,1.1262341888465475,4.065955302515906,4.065955302515906,0,-2.4195353470630767,train
128,0,0.9794755503725496,0.02052444962745037,0.9794755503725496,1.041890665768766,-0.5107589375708945,0,1.4583029976984998,1.3347660592598372,3.510157225201391,1.093727248273875,4.603884473475266,4.603884473475266,0,0.18983538410886708,train
129,1,0.45503233111756003,0.54496766888244,0.54496766888244,1.983953063521267,0.028239244875820423,1,0.33239872529902326,1.224573032203408,1.62323098021331,0.9971961758970698,2.62042715611038,2.62042715611038,1,0.8343588672665696,train
130,0,0.7323426777713161,0.2676573222286839,0.7323426777713161,1.6448281738194692,-0.1549784102492404,1,1.3694711948682416,1.2682602182926483,0.6122249866507589,1.0271033961511813,1.6393283828019403,1.6393283828019403,1,1.4483893426556689,train
131,1,0.5498451501361907,0.45015484986380927,0.5498451501361907,1.980319278146555,-0.031317532170470064,1,0.3147353124269218,1.171438319488037,0.17621354310355075,0.9442059372807654,1.1204194803843162,1.1204194803843162,1,-0.8670237350326864,train
132,0,0.9913142637009986,0.008685736299001379,0.9913142637009986,1.0175223334632104,-0.5946873957220999,0,1.2367899701827825,1.1553774542075814,1.5989595604867985,0.9275924776370869,2.5265520381238855,2.5265520381238855,0,0.5540326214135305,train
133,0,0.8787247450125473,0.12127525498745273,0.8787247450125473,1.2708662497449117,-0.2921588805864128,0,1.199145724091984,1.1237182592802282,0.8255352691904102,0.899359293068988,1.724894562259398,1.724894562259398,0,1.0449659389768677,train
134,1,0.1127109671266941,0.8872890328733058,0.8872890328733058,1.2500225160807574,0.3030590786379669,0,0.2839506192564204,1.0667891516510102,0.29023250586451227,0.8518518577692612,1.1420843636337734,1.1420843636337734,0,-0.8126829538276826,train
135,1,0.06461794715166558,0.9353820528483344,0.9353820528483344,1.1375075244200035,0.3792804904996992,0,0.25920906231971697,0.9752128560284863,1.3667691348327295,0.7776271869591509,2.1443963217918807,2.1443963217918807,0,0.6063103705312677,train
136,1,0.7425768817415539,0.2574231182584461,0.7425768817415539,1.6189426990893858,-0.16282756117055103,1,0.2779667106441962,1.0463340227177327,0.45957556025296165,0.8339001319325886,1.2934756921855501,1.2934756921855501,1,-0.23633061339885011,train
137,1,0.9683874718599094,0.031612528140090634,0.9683874718599094,1.065219504793837,-0.46440137611995996,0,0.292528750819721,1.100733963302466,0.7380426130512658,0.8775862524591631,1.615628865510429,1.615628865510429,0,0.4604488328179827,train
138,1,0.043163865817336965,0.956836134182663,0.956836134182663,1.0900388352288732,0.42877385808778207,0,0.27569856171534546,1.0360650173864663,0.3822912248765,0.8270956851460364,1.2093869100225363,1.2093869100225363,0,0.5783077047725571,train
139,1,0.03124368356822302,0.968756316431777,0.968756316431777,1.0644356454444548,0.46570540510843544,0,0.22013342963670296,0.8254213136638756,0.45749632675058155,0.6604002889101088,1.1178966156606904,1.1178966156606904,0,0.3508159871135589,train
140,0,0.6426174945216245,0.35738250547837547,0.6426174945216245,1.8495245352345362,-0.0913660214165454,1,0.79354396160153,0.7415388029986282,0.24660702392952755,0.5951579712011474,0.8417649951306749,0.8417649951306749,0,1.3533677624292713,train
141,0,0.6015397383070599,0.39846026169294013,0.6015397383070599,1.9207844044243672,-0.06433363745056166,1,0.8414848892817104,0.7831366976758534,0.7226189344553098,0.6311136669612828,1.3537326014165925,1.3537326014165925,1,1.0550144354989033,train
142,0,0.9546401742889519,0.04535982571104813,0.9546401742889519,1.094816139982658,-0.4229034265664117,0,0.8511334132150343,0.7881576876622443,0.3660936383978823,0.6383500599112757,1.004443698309158,1.004443698309158,0,1.4831822409595457,train
143,0,0.8058493397362787,0.1941506602637213,0.8058493397362787,1.4554184150734324,-0.21567550543682765,0,0.5584181057875155,0.514040462000653,0.7897443171888922,0.4188135793406366,1.2085578965295287,1.2085578965295287,0,0.7771575554170903,train
144,0,0.8467404405202191,0.15325955947978087,0.8467404405202191,1.3505157358286266,-0.2556383147299088,0,0.6296897313364772,0.5756899771689423,0.3370255938273661,0.47226729850235794,0.809292892329724,0.809292892329724,0,0.7122355671537255,train
145,0,0.9950867974413676,0.004913202558632368,0.9950867974413676,1.0098746818821391,-0.645469731788045,0,0.8633298805756137,0.7831956281470319,0.4643964233463555,0.6474974104317103,1.1118938337780657,1.1118938337780657,0,0.932758376415397,train
146,0,0.9999751191940126,2.488080598739284e-05,0.9999751191940126,1.000049762850084,-1.0141859542818392,0,0.8137311042181109,0.7318460117043191,0.7225215133831462,0.6102983281635832,1.3328198415467294,1.3328198415467294,0,0.44259019209693484,train
147,0,0.7618138198925823,0.23818618010741766,0.7618138198925823,1.5696296685759463,-0.1780373121926991,0,0.9411749704131637,0.8384485565623366,0.5328387993325152,0.7058812278098727,1.238720027142388,1.238720027142388,0,0.9379315491601553,train
148,0,0.9850099636967199,0.014990036303280108,0.9850099636967199,1.0304292668752406,-0.5425883880908957,0,0.9370232369116237,0.8261424726192864,0.3886720978522213,0.7027674276837178,1.091439525535939,1.091439525535939,0,0.3506066812334165,train
149,0,0.9654167068525981,0.03458329314740194,0.9654167068525981,1.071552463518786,-0.45433252078739983,0,1.0448880060638257,0.9109921887066145,0.7964059983731394,0.7836660045478693,1.5800720029210087,1.5800720029210087,0,0.4876497041319482,train
150,1,0.1510890450768752,0.8489109549231248,0.8489109549231248,1.345030238281381,0.25794345293314414,0,0.32019067531411244,1.103334651769826,0.7320551857415016,0.9605720259423374,1.692627211683839,1.692627211683839,0,0.30572211948247635,train
151,1,0.3964442424115026,0.6035557575884973,0.6035557575884973,1.917738272161787,0.06564040510855995,1,0.34013942956625376,1.1572178538818885,0.051559717841982045,1.0204182886987612,1.0719780065407432,1.0719780065407432,1,0.6405498259057193,train
152,0,0.6390044170254666,0.3609955829745334,0.6390044170254666,1.8565121928518191,-0.08894972732846379,1,1.533722621606645,1.2870156091689968,0.3400436854127402,1.1502919662049838,1.490335651617724,1.490335651617724,1,3.2354797949006806,train
153,0,0.9934663751565552,0.006533624843444774,0.9934663751565552,1.01315261880906,-0.6204828038395707,0,1.7572634097261561,1.4538046759032373,2.1714839440217113,1.317947557294617,3.4894315013163286,3.4894315013163286,0,3.8153187616528537,train
154,1,0.4575594687830643,0.5424405312169357,0.5424405312169357,1.9856934859774567,0.02664602358772934,1,0.48259832052589485,1.5734584276472698,2.520120729052968,1.4477949615776846,3.9679156906306527,3.9679156906306527,1,-0.5175917771601933,train
155,0,0.7340924841884455,0.2659075158115545,0.7340924841884455,1.6404237624954514,-0.15630943655823623,1,2.120498794241337,1.7018099438184238,1.2743021042524858,1.5903740956810029,2.8646761999334887,2.8646761999334887,1,0.9325207097041183,train
156,0,0.0868077570828999,0.9131922429171001,0.9131922429171001,1.1884167502473264,0.34016946506182955,0,2.2393957404927387,1.7685049011120584,1.562242115871271,1.679546805369554,3.2417889212408246,3.2417889212408246,0,2.4776311494535834,train
157,1,0.011182937659521303,0.9888170623404787,0.9888170623404787,1.0226159275355182,0.5710240608405375,0,0.5764693294660379,1.7908890611101205,0.46737524947306214,1.7294079883981137,2.196783237871176,2.196783237871176,0,0.587853818665125,train
158,0,0.30591216008921795,0.694087839910782,0.694087839910782,1.7381021457361006,0.1268677710799414,1,2.2005074079822635,1.679898538164883,0.11883830098394939,1.6503805559866978,1.769218856970647,1.769218856970647,1,1.6817431294291396,train
159,0,0.44593741035273704,0.554062589647263,0.554062589647263,1.976888093758156,0.033983068689778094,1,2.027706329614049,1.5208266662425394,0.7082260093272947,1.5207797472105369,2.2290057565378314,2.2290057565378314,1,2.1859428486105825,train
160,1,0.6593863714340653,0.3406136285659347,0.6593863714340653,1.8155145605838712,-0.10269725089128183,1,0.4370218323504211,1.2875229025676398,0.17496114432790344,1.3110654970512632,1.4860266413791665,1.4860266413791665,1,2.1065981413804757,train
161,1,0.6354891832292608,0.36451081677073915,0.6354891832292608,1.8631874930326027,-0.08660681762885294,1,0.48934744260373364,1.41515809752037,2.123125514826624,1.468042327811201,3.591167842637825,3.591167842637825,1,-0.29508976370508905,train
162,1,0.017243442733922493,0.9827565572660775,0.9827565572660775,1.0350811920609824,0.5285831042849095,0,0.5401185457973169,1.5326637182498664,1.046205790343033,1.6203556373919508,2.666561427734984,2.666561427734984,0,0.8677587839111114,train
163,1,0.0011032701706533072,0.9988967298293467,0.9988967298293467,1.002208974745506,0.765231360002903,0,0.5365974826304853,1.4935726664481281,0.6415102958536938,1.609792447891456,2.25130274374515,2.25130274374515,0,2.14816142089785,train
164,0,0.8883802700181356,0.11161972998186442,0.8883802700181356,1.2473828842467176,-0.3044898116057313,0,2.1122859214908263,1.4413030239981373,2.078598053742142,1.5842144411181196,3.6628124948602614,3.6628124948602614,0,3.3231235516496374,train
165,0,0.6701389064169918,0.3298610935830082,0.6701389064169918,1.7924536073496795,-0.1100741899636701,1,1.9450724116885638,1.3010767141762083,1.5330548122936378,1.4588043087664229,2.9918591210600605,2.9918591210600605,1,2.8402079464971925,train
166,1,0.3750702114988267,0.6249297885011733,0.6249297885011733,1.8824773029958581,0.07961355254897272,1,0.5861593312325347,1.53709731661528,1.118672496975475,1.7584779936976043,2.8771504906730794,2.8771504906730794,1,0.6109067588979358,train
167,0,0.946740801094576,0.053259198905423966,0.946740801094576,1.1121556888526434,-0.4035104063081078,0,2.2841303674107043,1.4672801926440253,0.3051225450188841,1.7130977755580283,2.0182203205769125,2.0182203205769125,0,3.1093539444038654,train
168,0,0.5967452931747388,0.4032547068252612,0.5967452931747388,1.9278249204279847,-0.06123289349421304,1,2.002965951365574,1.260531035742332,1.0215246175587955,1.5022244635241804,2.523749081082976,2.523749081082976,1,2.649161122965871,train
169,0,0.7177788604247038,0.28222113957529615,0.7177788604247038,1.6810811979954354,-0.14406395541483638,1,1.7103166704275228,1.0543348427423544,0.7856007957865617,1.282737502820642,2.0683382986072036,2.0683382986072036,1,2.695622669270099,train
170,0,0.6889115454051858,0.31108845459481416,0.6889115454051858,1.7501636368770523,-0.12319186364645733,1,1.616208723053711,0.9758165268891275,1.271286509334237,1.2121565422902831,2.48344305162452,2.48344305162452,1,2.4245348419409107,train
171,1,0.0032853011500376637,0.9967146988499623,0.9967146988499623,1.0065921882383235,0.6794645094644275,0,0.4204330918907065,0.9943855426729991,1.07483882692951,1.2612992756721195,2.3361381026016295,2.3361381026016295,0,-0.21949543428698448,train
172,0,0.994686960793293,0.005313039206707004,0.994686960793293,1.0106825319632218,-0.6386902069976731,0,1.6081063685682846,0.9311287093522642,0.9258050410720302,1.2060797764262134,2.1318848174982437,2.1318848174982437,0,1.1699423519492114,train
173,1,0.3204577956970155,0.6795422043029845,0.6795422043029845,1.7715708038825557,0.11660475793235314,1,0.4451267757656365,1.0095232015473676,0.4474978881853003,1.3353803272969094,1.7828782154822096,1.7828782154822096,1,0.17253669335932967,train
174,0,0.9131879340346178,0.08681206596538216,0.9131879340346178,1.1884268083424931,-0.3401626507414684,0,1.6556942126593814,0.9192237770486961,0.40197958823656665,1.2417706594945361,1.6437502477311028,1.6437502477311028,0,2.2032489236445727,train
175,0,0.993729026926439,0.006270973073560948,0.993729026926439,1.0126205900897765,-0.6241293881793123,0,1.916549517387561,1.0419101958951669,0.8422372404295995,1.4374121380406708,2.2796493784702703,2.2796493784702703,0,2.011477260597245,train
176,0,0.95304066309651,0.04695933690348997,0.95304066309651,1.0983076689800737,-0.41876982495563797,0,1.9324146763317203,1.0287017939871794,0.312258264762203,1.4493110072487903,1.7615692720109932,1.7615692720109932,0,2.444575350498682,train
177,1,0.4652835080577351,0.5347164919422649,0.5347164919422649,1.9904043813921664,0.021782865909666112,1,0.541751910790172,1.1296581280882816,0.6280067259823142,1.6252557323705161,2.2532624583528302,2.2532624583528302,1,-0.8281434308707522,train
178,1,0.6686620815906239,0.3313379184093761,0.6686620815906239,1.7956745218232664,-0.10905544166296786,1,0.4923854448767,1.0054856747455876,1.720056605643595,1.4771563346301,3.197212940273695,3.197212940273695,1,0.3411750081226339,train
179,0,0.32877515962357884,0.6712248403764212,0.6712248403764212,1.7900747418074834,0.11082445954868134,1,1.9348995055274498,0.967447917051584,0.21376348870702008,1.4511746291455874,1.6649381178526075,1.6649381178526075,1,2.942310539881869,train
180,0,0.7277164574876884,0.27228354251231157,0.7277164574876884,1.6564256219499924,-0.15148029848534908,1,1.547085585807747,0.7576761855453384,1.268740298073728,1.1603141893558102,2.4290544874295383,2.4290544874295383,1,1.7213780357911006,train
181,0,0.7439584452698771,0.2560415547301229,0.7439584452698771,1.6154268194321155,-0.16389938472528084,1,1.9609279081227822,0.9407613207874109,0.28581041016668046,1.4706959310920866,1.7565063412587671,1.7565063412587671,1,2.3673922407744814,train
182,0,0.7936231112748202,0.20637688872517979,0.7936231112748202,1.4871457155849215,-0.20476430088015604,0,2.1432704380179315,1.0073910508739523,0.550026716246554,1.6074528285134486,2.157479544760003,2.157479544760003,0,2.8130513942210627,train
183,1,0.0022805212444142256,0.9977194787555858,0.9977194787555858,1.004571443934434,0.7091259687438154,0,0.48731957873256365,0.8977573054508824,0.9568846963406205,1.461958736197691,2.4188434325383112,2.4188434325383112,0,0.9820846127779574,train
184,0,0.7797283339706089,0.22027166602939108,0.7797283339706089,1.5232388015652027,-0.19281900959101228,0,2.0796677559429533,0.938662054720333,0.5757189231237712,1.559750816957215,2.1354697400809863,2.1354697400809863,0,2.8512428950219015,train
185,0,0.9277950846027943,0.07220491539720575,0.9277950846027943,1.1547113850995594,-0.3648910986358063,0,2.208075204166869,0.9768564497935965,1.0189179145173393,1.656056403125152,2.674974317642491,2.674974317642491,0,0.5551233556265541,train
186,0,0.967460201130677,0.03253979886932301,0.967460201130677,1.0671924888751163,-0.4611777364937576,0,2.617902953742796,1.1353981435420768,1.9968527048420577,1.9634272153070969,3.9602799201491545,3.9602799201491545,0,1.4590103659140372,train
187,0,0.8325887149664324,0.16741128503356761,0.8325887149664324,1.386519276133122,-0.24111139983361676,0,3.2243541895697407,1.3711839984446181,1.4941773590207172,2.4182656421773054,3.9124430011980227,3.9124430011980227,0,2.345805254438857,train
188,0,0.9996135805498544,0.0003864194501456142,0.9996135805498544,1.0007731375401847,-0.8405859017856391,0,2.749890605988872,1.1468628716662352,1.27132271311695,2.062417954491654,3.333740667608604,3.333740667608604,0,1.1647479870768462,train
189,0,0.9450307265246058,0.054969273475394154,0.9450307265246058,1.1159410339727465,-0.399617353695694,0,2.846369592463829,1.1644449934501828,2.0663904433166715,2.1347771943478717,4.201167637664543,4.201167637664543,0,1.3665770044614345,train
190,1,0.03323700774647035,0.9667629922535297,0.9667629922535297,1.06867819617582,0.45880345288867647,0,0.7396657062977086,1.1875360814679696,1.8595524830209826,2.2189971188931255,4.0785496019141085,4.0785496019141085,0,0.9822987308649601,train
191,1,0.10163395299559741,0.8983660470044026,0.8983660470044026,1.2234046886730348,0.31807404454562466,0,0.5534400538527485,0.8719685982605516,0.4484999945137979,1.6603201615582455,2.1088201560720434,2.1088201560720434,0,0.8596565570867168,train
192,0,0.5421950319108088,0.45780496808919124,0.5421950319108088,1.9858573536982957,-0.026491308472296006,1,1.9027981927002788,0.7356651349610539,0.4251385791683563,1.4270986445252092,1.8522372236935656,1.8522372236935656,1,1.4990817965889165,train
193,1,0.01574225451760955,0.9842577454823904,0.9842577454823904,1.031979892677566,0.5377236842970049,0,0.5015432911782354,0.761507199419583,0.5938600269265228,1.5046298735347061,2.098489900461229,2.098489900461229,0,-0.39751982581594586,train
194,0,0.9570258840111706,0.04297411598882939,0.9570258840111706,1.0896269162434942,-0.4292923402048284,0,2.7404476150291472,1.0215243538967151,1.1354962450112878,2.0553357112718604,3.190831956283148,3.190831956283148,0,2.56205896705038,train
195,0,0.7149578229076676,0.28504217709233237,0.7149578229076676,1.6880094893745876,-0.14198181748676408,1,2.8219000790350077,1.0332281341136709,0.24101239160964993,2.116425059276256,2.357437450885906,2.357437450885906,1,4.256077490829865,train
196,0,0.9098356888027241,0.09016431119727586,0.9098356888027241,1.196271579936909,-0.3349359730942365,0,2.9670880075594477,1.0673828267305674,1.859931953882648,2.225316005669586,4.085247959552234,4.085247959552234,0,3.2953494639512737,train
197,0,0.8193652211718634,0.1806347788281366,0.8193652211718634,1.420478175051873,-0.22823715837799352,0,3.6254958242314417,1.2817463341012556,0.49551885148963254,2.7191218681735814,3.214640719663214,3.214640719663214,0,4.231313394752577,train
198,1,0.0007269189438902,0.9992730810561098,0.9992730810561098,1.0014548947089639,0.7959358692518513,0,0.9685959127181881,1.3464604179287554,0.9588841381262938,2.9057877381545643,3.864671876280858,3.864671876280858,0,-0.4945486360096959,train
199,0,0.6079510933461794,0.39204890665382064,0.6079510933461794,1.910924629013028,-0.06849570858423332,1,3.8515198011636986,1.316110421283672,1.865872945689665,2.888639850872774,4.754512796562439,4.754512796562439,1,4.677465807714378,train
200,0,0.9762084293926429,0.02379157060735715,0.9762084293926429,1.0487138748471128,-0.4952681306163097,0,3.4528655630868332,1.1604418821744007,1.0439756503703599,2.589649172315125,3.633624822685485,3.633624822685485,0,4.533587960770649,train
201,1,0.02440166854687112,0.9755983314531289,0.9755983314531289,1.049992730847719,0.4925764435053256,0,0.8913069645864424,1.1787727356128463,1.3679098076923324,2.6739208937593273,4.0418307014516595,4.0418307014516595,0,1.4326912084170706,train
202,0,0.9985281097058385,0.0014718902941615042,0.9985281097058385,1.0029481134915696,-0.7433870784654121,0,3.365991814646397,1.0951447710728088,0.8567207070542989,2.5244938609847978,3.3812145680390966,3.3812145680390966,0,3.8395277186133496,train
203,0,0.9999242461690405,7.575383095947963e-05,0.9999242461690405,1.0001515191392047,-0.9471462888670599,0,3.4318955663526873,1.0990711579655932,0.8795490735195683,2.5739216747645157,3.453470748284084,3.453470748284084,0,4.478827063261992,train
204,1,0.3942871144961695,0.6057128855038305,0.6057128855038305,1.914423624022502,0.0670406281908162,1,0.7597623250408488,0.958255196896589,1.3020611287860675,2.2792869751225466,3.5813481039086144,3.5813481039086144,1,0.1829185808799355,train
205,1,4.638821937900858e-08,0.9999999536117806,0.9999999536117806,1.0000000927764432,1.3350830390485648,0,0.7937142948608658,0.9859127208068122,1.1986421493922161,2.381142884582597,3.5797850339748134,3.5797850339748134,0,1.0485111248848618,train
206,0,0.9991356625453565,0.0008643374546435378,0.9991356625453565,1.0017301690655218,-0.7833187101642934,0,3.667095925448436,1.1218302783665566,0.6653566195114007,2.750321944086327,3.4156785635977274,3.4156785635977274,0,4.139459476801082,train
207,0,0.989878432858427,0.010121567141572974,0.989878432858427,1.020447983686694,-0.5804526590897052,0,4.989458434916048,1.5040739952112574,0.6842974266673534,3.742093826187036,4.426391252854389,4.426391252854389,0,5.126245595402636,train
208,0,0.9698059560414947,0.030194043958505334,0.9698059560414947,1.0622079170351717,-0.4694873492548981,0,5.237661287558043,1.55626962315694,0.3979590080363083,3.9282459656685322,4.326204973704841,4.326204973704841,0,5.58099544841414,train
209,0,0.6060584521229406,0.3939415478770594,0.6060584521229406,1.9138873541770058,-0.0672651349295401,1,4.657517878404897,1.3644407423447542,0.43004139931464713,3.4931384088036728,3.92317980811832,3.92317980811832,1,7.054674554701566,train
210,0,0.9765343624171453,0.023465637582854693,0.9765343624171453,1.0480312764070188,-0.4967299723416695,0,5.442406341814056,1.5724077693570884,3.013341163084584,4.081804756360542,7.095145919445127,7.095145919445127,0,8.055710770379763,train
211,0,0.495439507684185,0.504560492315815,0.504560492315815,1.9998336291194856,0.002857926992574629,1,5.341267339119058,1.5223487318447222,3.233050144191876,4.005950504339294,7.239000648531171,7.239000648531171,1,6.461668292020911,train
212,1,0.24749401762023238,0.7525059823797676,0.7525059823797676,1.5935784086544778,0.170599217167714,0,1.549767714420454,1.7434669908608067,1.4864379043247813,4.649303143261362,6.1357410475861425,6.1357410475861425,0,-0.4577715068822773,train
213,0,0.12075416772901582,0.8792458322709842,0.8792458322709842,1.2695917002117962,0.292806258358616,0,6.308438721087572,1.751249624112745,2.5917968097340625,4.7313290408156785,7.323125850549741,7.323125850549741,0,5.770964621335856,train
214,1,0.030634751885813244,0.9693652481141868,0.9693652481141868,1.0631427343244384,0.4678863851842614,0,1.6126678272093973,1.7680391044066708,0.7234067277473742,4.838003481628192,5.561410209375566,5.561410209375566,0,2.7083581912448005,train
215,0,0.7934036314257151,0.20659636857428487,0.7934036314257151,1.487715822148737,-0.20457200849880586,0,7.185851206945843,1.9451256483014185,1.4298629529846851,5.389388405209383,6.819251358194068,6.819251358194068,0,6.7387366794186185,train
216,0,0.11683454257931791,0.8831654574206821,0.8831654574206821,1.260030574949085,0.2977401292884671,0,7.286790707624014,1.9485422335448037,0.5510557904760138,5.465093030718011,6.016148821194024,6.016148821194024,0,4.749162049328873,train
217,1,0.27955105248671375,0.7204489475132863,0.7204489475132863,1.6744935932174048,0.1460439263417174,1,1.904384411956668,2.012860495131979,3.2402484321350906,5.713153235870004,8.953401668005094,8.953401668005094,1,3.542770440916269,train
218,0,0.9961078361214766,0.0038921638785234247,0.9961078361214766,1.0078146247112265,-0.6653209899173099,0,7.5302965332638045,1.9667897897294422,2.1404675816429863,5.647722399947853,7.78818998159084,7.78818998159084,0,7.438378525112763,train
219,1,0.13370681815491237,0.8662931818450876,0.8662931818450876,1.3015047905042378,0.277259588682164,0,1.770154753714552,1.8284577057683935,0.23047269988459557,5.3104642611436566,5.540936961028252,5.540936961028252,0,1.7773130095419265,train
220,1,0.07182474616579688,0.9281752538342031,0.9281752538342031,1.1538442509014053,0.3655836948435307,0,1.9203418319610295,1.9617370970637085,0.24010143604335968,5.761025495883088,6.001126931926448,6.001126931926448,0,2.7767017432122105,train
221,1,0.46074213361275845,0.5392578663872416,0.5392578663872416,1.9877461012719304,0.024641059005022743,1,1.9046701113795603,1.9248241225317435,1.1106070392223804,5.714010334138681,6.824617373361061,6.824617373361061,1,2.1758113396408634,train
222,1,0.16839066451978735,0.8316093354802127,0.8316093354802127,1.3890248922608122,0.24013608366561426,0,2.009016104039082,2.0090180100738597,0.3693588805063088,6.0270483121172465,6.396407192623555,6.396407192623555,0,1.6412262950053886,train
223,1,0.04738961771903026,0.9526103822809697,0.9526103822809697,1.0992486108910358,0.41767716761201135,0,2.0991111981250548,2.077708956703099,0.5263221652714719,6.297333594375164,6.823655759646636,6.823655759646636,0,0.8862652130308271,train
224,0,0.9720493774861149,0.027950622513885137,0.9720493774861149,1.0574611380173087,-0.47795118219760774,0,8.35124305585298,2.0460138919969735,1.5094673815160111,6.2634322918897345,7.772899673405746,7.772899673405746,0,7.258713874393688,train
225,0,0.8225311746856883,0.17746882531431174,0.8225311746856883,1.4123242176512738,-0.23126358096777996,0,8.056762292676012,1.9548123666750497,1.3776990387378392,6.042571719507009,7.420270758244849,7.420270758244849,0,8.343055146139346,train
226,1,0.09957413347702154,0.9004258665229785,0.9004258665229785,1.2184991332168484,0.32099549047376613,0,1.864245569855832,1.792310081621144,0.3729257601461193,5.592736709567496,5.965662469713615,5.965662469713615,0,0.8753563049296734,train
227,0,0.940539904743319,0.059460095256680945,0.940539904743319,1.125934900610727,-0.3898304965309149,0,6.9505248765404835,1.6553548368096374,1.2588136430238757,5.212893657405362,6.471707300429238,6.471707300429238,0,7.631683633075595,train
228,0,0.7745714492789271,0.22542855072107293,0.7745714492789271,1.5366200494051159,-0.18849671935657078,0,6.258179224115318,1.4772786083224205,0.8434004191740071,4.693634418086488,5.537034837260496,5.537034837260496,0,6.306076642444619,train
229,1,0.4252190881640463,0.5747809118359537,0.5747809118359537,1.9562413476770493,0.04713984352023887,1,1.524370077389679,1.4269956642283166,0.0709643714335036,4.573110232169037,4.64407460360254,4.64407460360254,1,2.4416589018068837,train
230,1,0.047897052841007384,0.9521029471589926,0.9521029471589926,1.1003591961661057,0.4163987525267199,0,1.5473590874965282,1.4364732943369185,1.215057260536188,4.642077262489584,5.857134523025772,5.857134523025772,0,0.30734550389395815,train
231,1,0.4413591717037858,0.5586408282962142,0.5586408282962142,1.9728632911308586,0.0368810298716803,1,1.6032674362061374,1.4763945459603505,1.545870727587615,4.809802308618412,6.355673036206027,6.355673036206027,1,1.569947794210751,train
232,0,0.8548951658535755,0.1451048341464245,0.8548951658535755,1.3299620435948187,-0.26441544362876285,0,6.1266523011149765,1.399474325886307,0.1888222013500551,4.594989225836232,4.783811427186287,4.783811427186287,0,6.200438495796503,train
233,1,0.16543592882651287,0.8345640711734872,0.8345640711734872,1.3814707069347703,0.24308981222788995,0,1.5830019020048136,1.4354992663602528,0.201154927000894,4.749005706014441,4.950160633015335,4.950160633015335,0,1.2988709775338552,train
234,0,0.8386880676172916,0.16131193238270836,0.8386880676172916,1.3709537401886462,-0.24727007015374725,0,6.034746538925157,1.3581708850054763,0.39443695600322526,4.526059904193868,4.920496860197094,4.920496860197094,0,5.508850449753226,train
235,0,0.998053123340012,0.0019468766599880505,0.998053123340012,1.003901333919744,-0.7216608365255646,0,5.999334205236355,1.3407432593596116,0.8247676184620526,4.499500653927266,5.324268272389319,5.324268272389319,0,5.160164937115139,train
236,0,0.9788206507327071,0.021179349267292924,0.9788206507327071,1.0432549885502953,-0.5074946894998624,0,6.794943886745005,1.508302036339545,1.137963159955889,5.096207915058754,6.234171075014643,6.234171075014643,0,5.437059782476366,train
237,1,0.3912578049989477,0.6087421950010523,0.6087421950010523,1.9096734760097207,0.06901056433174449,1,1.7907820235293914,1.579708864076498,1.7657102202791122,5.372346070588174,7.138056290867286,7.138056290867286,1,3.6053152323304007,train
238,0,0.7401433654727665,0.2598566345272335,0.7401433654727665,1.6251239694342947,-0.16094686401830735,1,7.107201233594546,1.5576008424985721,2.221341822782109,5.33040092519591,7.551742747978019,7.551742747978019,1,7.054344958339228,train
