objetivo,t,bloque,I_t_puntual,I_t_simultaneo
curva_suavizada,661,train,1.0,1.0
curva_suavizada,662,train,0.8933333333333333,0.0
curva_suavizada,663,train,0.9466666666666667,0.0
curva_suavizada,664,train,1.0,1.0
curva_suavizada,665,train,0.7733333333333333,0.0
curva_suavizada,666,train,1.0,1.0
curva_suavizada,667,train,0.6533333333333333,0.0
curva_suavizada,668,train,1.0,1.0
curva_suavizada,669,train,0.7066666666666667,0.0
curva_suavizada,670,train,0.7333333333333333,0.0
curva_suavizada,671,train,1.0,1.0
curva_suavizada,672,train,1.0,1.0
curva_suavizada,673,train,1.0,1.0
curva_suavizada,674,train,1.0,1.0
curva_suavizada,675,train,0.9333333333333333,0.0
curva_suavizada,676,train,1.0,1.0
curva_suavizada,677,train,1.0,1.0
curva_suavizada,678,train,1.0,1.0
curva_suavizada,679,train,0.92,0.0
curva_suavizada,680,train,1.0,1.0
curva_suavizada,681,train,0.9733333333333334,0.0
curva_suavizada,682,train,1.0,1.0
curva_suavizada,683,train,1.0,1.0
curva_suavizada,684,train,0.8666666666666667,0.0
curva_suavizada,685,train,1.0,1.0
curva_suavizada,686,train,1.0,1.0
curva_suavizada,687,train,0.68,0.0
curva_suavizada,688,train,0.6666666666666666,0.0
curva_suavizada,689,train,0.68,0.0
curva_suavizada,690,train,1.0,1.0
curva_suavizada,691,train,1.0,1.0
curva_suavizada,692,train,1.0,1.0
curva_suavizada,693,train,1.0,1.0
curva_suavizada,694,train,1.0,1.0
curva_suavizada,695,train,0.9466666666666667,0.0
curva_suavizada,696,train,0.84,0.0
curva_suavizada,697,train,0.7733333333333333,0.0
curva_suavizada,698,train,0.8533333333333334,0.0
curva_suavizada,699,train,1.0,1.0
curva_suavizada,700,train,1.0,1.0
curva_suavizada,701,test,1.0,1.0
curva_suavizada,702,test,1.0,1.0
curva_suavizada,703,test,1.0,1.0
curva_suavizada,704,test,1.0,1.0
curva_suavizada,705,test,1.0,1.0
curva_suavizada,706,test,1.0,1.0
curva_suavizada,707,test,0.9066666666666666,0.0
curva_suavizada,708,test,0.7866666666666666,0.0
curva_suavizada,709,test,0.6533333333333333,0.0
curva_suavizada,710,test,1.0,1.0
curva_suavizada,711,test,0.72,0.0
curva_suavizada,712,test,0.8533333333333334,0.0
curva_suavizada,713,test,0.8266666666666667,0.0
curva_suavizada,714,test,0.7866666666666666,0.0
curva_suavizada,715,test,0.88,0.0
curva_suavizada,716,test,1.0,1.0
curva_suavizada,717,test,1.0,1.0
curva_suavizada,718,test,0.6933333333333334,0.0
curva_suavizada,719,test,1.0,1.0
curva_suavizada,720,test,1.0,1.0
curva_suavizada,721,test,1.0,1.0
curva_suavizada,722,test,1.0,1.0
curva_suavizada,723,test,0.96,0.0
curva_suavizada,724,test,1.0,1.0
curva_suavizada,725,test,1.0,1.0
curva_suavizada,726,test,0.9066666666666666,0.0
curva_suavizada,727,test,0.88,0.0
curva_suavizada,728,test,0.8266666666666667,0.0
curva_suavizada,729,test,0.9733333333333334,0.0
curva_suavizada,730,test,0.8133333333333334,0.0
curva_suavizada,731,test,0.7733333333333333,0.0
curva_suavizada,732,test,1.0,1.0
curva_suavizada,733,test,0.88,0.0
curva_suavizada,734,test,1.0,1.0
curva_suavizada,735,test,0.9466666666666667,0.0
curva_suavizada,736,test,0.96,0.0
curva_suavizada,737,test,0.52,0.0
curva_suavizada,738,test,1.0,1.0
curva_suavizada,739,test,0.6933333333333334,0.0
curva_suavizada,740,test,1.0,1.0
curva_suavizada,741,test,0.8,0.0
curva_suavizada,742,test,0.84,0.0
curva_suavizada,743,test,0.88,0.0
curva_suavizada,744,test,1.0,1.0
curva_suavizada,745,test,1.0,1.0
curva_suavizada,746,test,1.0,1.0
curva_suavizada,747,test,0.7066666666666667,0.0
curva_suavizada,748,test,0.9466666666666667,0.0
curva_suavizada,749,test,1.0,1.0
curva_suavizada,750,test,1.0,1.0
curva_suavizada,751,test,1.0,1.0
curva_suavizada,752,test,1.0,1.0
curva_suavizada,753,test,0.56,0.0
curva_suavizada,754,test,1.0,1.0
curva_suavizada,755,test,1.0,1.0
curva_suavizada,756,test,1.0,1.0
curva_suavizada,757,test,1.0,1.0
curva_suavizada,758,test,1.0,1.0
curva_suavizada,759,test,1.0,1.0
curva_suavizada,760,test,0.8133333333333334,0.0
curva_suavizada,761,test,1.0,1.0
curva_suavizada,762,test,0.84,0.0
curva_suavizada,763,test,1.0,1.0
curva_suavizada,764,test,1.0,1.0
curva_suavizada,765,test,1.0,1.0
curva_suavizada,766,test,0.68,0.0
curva_suavizada,767,test,0.9066666666666666,0.0
curva_suavizada,768,test,1.0,1.0
curva_suavizada,769,test,1.0,1.0
curva_suavizada,770,test,0.5866666666666667,0.0
curva_suavizada,771,test,0.7066666666666667,0.0
curva_suavizada,772,test,0.6266666666666667,0.0
curva_suavizada,773,test,0.64,0.0
curva_suavizada,774,test,0.9066666666666666,0.0
curva_suavizada,775,test,1.0,1.0
curva_suavizada,776,test,1.0,1.0
curva_suavizada,777,test,0.9466666666666667,0.0
curva_suavizada,778,test,1.0,1.0
curva_suavizada,779,test,0.9333333333333333,0.0
curva_suavizada,780,test,1.0,1.0
curva_suavizada,781,test,1.0,1.0
curva_suavizada,782,test,0.4266666666666667,0.0
curva_suavizada,783,test,0.3466666666666667,0.0
curva_suavizada,784,test,1.0,1.0
curva_suavizada,785,test,0.4666666666666667,0.0
curva_suavizada,786,test,0.6933333333333334,0.0
curva_suavizada,787,test,0.8933333333333333,0.0
curva_suavizada,788,test,0.7866666666666666,0.0
curva_suavizada,789,test,0.9333333333333333,0.0
curva_suavizada,790,test,0.30666666666666664,0.0
curva_suavizada,791,test,0.6533333333333333,0.0
curva_suavizada,792,test,1.0,1.0
curva_suavizada,793,test,0.8666666666666667,0.0
curva_suavizada,794,test,1.0,1.0
curva_suavizada,795,test,1.0,1.0
curva_suavizada,796,test,0.72,0.0
curva_suavizada,797,test,0.9466666666666667,0.0
curva_suavizada,798,test,1.0,1.0
curva_suavizada,799,test,1.0,1.0
curva_suavizada,800,test,1.0,1.0
curva_suavizada,801,test,1.0,1.0
curva_suavizada,802,test,1.0,1.0
curva_suavizada,803,test,0.7866666666666666,0.0
curva_suavizada,804,test,1.0,1.0
curva_suavizada,805,test,1.0,1.0
curva_suavizada,806,test,0.8133333333333334,0.0
curva_suavizada,807,test,0.9733333333333334,0.0
curva_suavizada,808,test,0.5733333333333334,0.0
curva_suavizada,809,test,1.0,1.0
curva_suavizada,810,test,0.7466666666666667,0.0
curva_suavizada,811,test,1.0,1.0
curva_suavizada,812,test,1.0,1.0
curva_suavizada,813,test,1.0,1.0
curva_suavizada,814,test,1.0,1.0
curva_suavizada,815,test,0.64,0.0
curva_suavizada,816,test,0.92,0.0
curva_suavizada,817,test,1.0,1.0
curva_suavizada,818,test,1.0,1.0
curva_suavizada,819,test,0.8133333333333334,0.0
curva_suavizada,820,test,1.0,1.0
curva_suavizada,821,test,0.9466666666666667,0.0
curva_suavizada,822,test,1.0,1.0
curva_suavizada,823,test,0.7333333333333333,0.0
curva_suavizada,824,test,1.0,1.0
curva_suavizada,825,test,1.0,1.0
curva_suavizada,826,test,1.0,1.0
curva_suavizada,827,test,1.0,1.0
curva_suavizada,828,test,0.8266666666666667,0.0
curva_suavizada,829,test,1.0,1.0
curva_suavizada,830,test,0.84,0.0
curva_suavizada,831,test,1.0,1.0
curva_suavizada,832,test,1.0,1.0
curva_suavizada,833,test,1.0,1.0
curva_suavizada,834,test,0.84,0.0
curva_suavizada,835,test,0.4666666666666667,0.0
curva_suavizada,836,test,0.8266666666666667,0.0
curva_suavizada,837,test,1.0,1.0
curva_suavizada,838,test,0.84,0.0
curva_suavizada,839,test,0.8,0.0
curva_suavizada,840,test,1.0,1.0
curva_suavizada,841,test,0.88,0.0
curva_suavizada,842,test,0.84,0.0
curva_suavizada,843,test,0.6666666666666666,0.0
curva_suavizada,844,test,1.0,1.0
curva_suavizada,845,test,1.0,1.0
curva_suavizada,846,test,0.6133333333333333,0.0
curva_suavizada,847,test,0.49333333333333335,0.0
curva_suavizada,848,test,1.0,1.0
curva_suavizada,849,test,1.0,1.0
curva_suavizada,850,test,1.0,1.0
curva_suavizada,851,test,0.9733333333333334,0.0
curva_suavizada,852,test,0.7866666666666666,0.0
curva_suavizada,853,test,0.8133333333333334,0.0
curva_suavizada,854,test,1.0,1.0
curva_suavizada,855,test,0.7466666666666667,0.0
curva_suavizada,856,test,1.0,1.0
curva_suavizada,857,test,0.8666666666666667,0.0
curva_suavizada,858,test,1.0,1.0
curva_suavizada,859,test,0.9333333333333333,0.0
curva_suavizada,860,test,0.7333333333333333,0.0
curva_suavizada,861,test,0.8533333333333334,0.0
curva_suavizada,862,test,0.9066666666666666,0.0
curva_suavizada,863,test,1.0,1.0
curva_suavizada,864,test,1.0,1.0
curva_suavizada,865,test,0.6,0.0
curva_suavizada,866,test,0.8133333333333334,0.0
curva_suavizada,867,test,1.0,1.0
curva_suavizada,868,test,1.0,1.0
curva_suavizada,869,test,0.4666666666666667,0.0
curva_suavizada,870,test,1.0,1.0
curva_suavizada,871,test,1.0,1.0
curva_suavizada,872,test,1.0,1.0
curva_suavizada,873,test,0.92,0.0
curva_suavizada,874,test,1.0,1.0
curva_suavizada,875,test,0.6133333333333333,0.0
curva_suavizada,876,test,0.8266666666666667,0.0
curva_suavizada,877,test,1.0,1.0
curva_suavizada,878,test,1.0,1.0
curva_suavizada,879,test,0.7866666666666666,0.0
curva_suavizada,880,test,1.0,1.0
curva_suavizada,881,test,1.0,1.0
curva_suavizada,882,test,0.9866666666666667,0.0
curva_suavizada,883,test,1.0,1.0
curva_suavizada,884,test,0.76,0.0
curva_suavizada,885,test,1.0,1.0
curva_suavizada,886,test,1.0,1.0
curva_suavizada,887,test,1.0,1.0
curva_suavizada,888,test,1.0,1.0
curva_suavizada,889,test,1.0,1.0
curva_suavizada,890,test,0.9333333333333333,0.0
curva_suavizada,891,test,1.0,1.0
curva_suavizada,892,test,1.0,1.0
curva_suavizada,893,test,1.0,1.0
curva_suavizada,894,test,0.8533333333333334,0.0
curva_suavizada,895,test,1.0,1.0
curva_suavizada,896,test,1.0,1.0
curva_suavizada,897,test,0.8533333333333334,0.0
curva_suavizada,898,test,1.0,1.0
curva_suavizada,899,test,1.0,1.0
curva_suavizada,900,test,0.76,0.0
curva_suavizada,901,test,0.96,0.0
curva_suavizada,902,test,1.0,1.0
curva_suavizada,903,test,0.9333333333333333,0.0
curva_suavizada,904,test,1.0,1.0
curva_suavizada,905,test,1.0,1.0
curva_suavizada,906,test,0.9466666666666667,0.0
curva_suavizada,907,test,0.88,0.0
curva_suavizada,908,test,1.0,1.0
curva_suavizada,909,test,0.7866666666666666,0.0
curva_suavizada,910,test,0.9066666666666666,0.0
curva_suavizada,911,test,1.0,1.0
curva_suavizada,912,test,1.0,1.0
curva_suavizada,913,test,1.0,1.0
curva_suavizada,914,test,1.0,1.0
curva_suavizada,915,test,1.0,1.0
curva_suavizada,916,test,0.7866666666666666,0.0
curva_suavizada,917,test,0.7466666666666667,0.0
curva_suavizada,918,test,0.8,0.0
curva_suavizada,919,test,0.7733333333333333,0.0
curva_suavizada,920,test,1.0,1.0
curva_suavizada,921,test,0.8133333333333334,0.0
curva_suavizada,922,test,1.0,1.0
curva_suavizada,923,test,1.0,1.0
curva_suavizada,924,test,0.84,0.0
curva_suavizada,925,test,1.0,1.0
curva_suavizada,926,test,0.9466666666666667,0.0
curva_suavizada,927,test,1.0,1.0
curva_suavizada,928,test,1.0,1.0
curva_suavizada,929,test,1.0,1.0
curva_suavizada,930,test,0.7866666666666666,0.0
curva_suavizada,931,test,0.7333333333333333,0.0
curva_suavizada,932,test,1.0,1.0
curva_suavizada,933,test,0.6266666666666667,0.0
curva_suavizada,934,test,0.8,0.0
curva_suavizada,935,test,0.8133333333333334,0.0
curva_suavizada,936,test,0.41333333333333333,0.0
curva_suavizada,937,test,0.8933333333333333,0.0
curva_suavizada,938,test,1.0,1.0
curva_suavizada,939,test,1.0,1.0
curva_suavizada,940,test,1.0,1.0
curva_suavizada,941,test,1.0,1.0
curva_suavizada,942,test,1.0,1.0
curva_suavizada,943,test,0.9733333333333334,0.0
curva_suavizada,944,test,0.8,0.0
curva_suavizada,945,test,0.48,0.0
curva_suavizada,946,test,1.0,1.0
curva_suavizada,947,test,1.0,1.0
curva_suavizada,948,test,1.0,1.0
curva_suavizada,949,test,1.0,1.0
curva_suavizada,950,test,1.0,1.0
curva_suavizada,951,test,0.8533333333333334,0.0
curva_suavizada,952,test,1.0,1.0
curva_suavizada,953,test,1.0,1.0
curva_suavizada,954,test,1.0,1.0
curva_suavizada,955,test,1.0,1.0
curva_suavizada,956,test,1.0,1.0
curva_suavizada,957,test,0.76,0.0
curva_suavizada,958,test,1.0,1.0
curva_suavizada,959,test,1.0,1.0
curva_suavizada,960,test,1.0,1.0
curva_suavizada,961,test,1.0,1.0
curva_suavizada,962,test,1.0,1.0
curva_suavizada,963,test,1.0,1.0
curva_suavizada,964,test,1.0,1.0
curva_suavizada,965,test,0.7466666666666667,0.0
curva_suavizada,966,test,0.6266666666666667,0.0
curva_suavizada,967,test,1.0,1.0
curva_suavizada,968,test,0.7466666666666667,0.0
curva_suavizada,969,test,1.0,1.0
curva_suavizada,970,test,0.9066666666666666,0.0
curva_suavizada,971,test,1.0,1.0
curva_suavizada,972,test,1.0,1.0
curva_suavizada,973,test,1.0,1.0
curva_suavizada,974,test,1.0,1.0
curva_suavizada,975,test,1.0,1.0
curva_suavizada,976,test,1.0,1.0
curva_suavizada,977,test,1.0,1.0
curva_suavizada,978,test,1.0,1.0
curva_suavizada,979,test,1.0,1.0
curva_suavizada,980,test,1.0,1.0
curva_suavizada,981,test,0.6533333333333333,0.0
curva_suavizada,982,test,1.0,1.0
curva_suavizada,983,test,1.0,1.0
curva_suavizada,984,test,1.0,1.0
curva_suavizada,985,test,1.0,1.0
curva_suavizada,986,test,0.6533333333333333,0.0
curva_suavizada,987,test,0.7066666666666667,0.0
curva_suavizada,988,test,1.0,1.0
curva_suavizada,989,test,0.5066666666666667,0.0
curva_suavizada,990,test,1.0,1.0
curva_suavizada,991,test,1.0,1.0
curva_suavizada,992,test,1.0,1.0
curva_suavizada,993,test,1.0,1.0
curva_suavizada,994,test,1.0,1.0
curva_suavizada,995,test,0.8133333333333334,0.0
curva_suavizada,996,test,0.8666666666666667,0.0
curva_suavizada,997,test,0.96,0.0
curva_suavizada,998,test,1.0,1.0
curva_suavizada,999,test,1.0,1.0
curva_suavizada,1000,test,1.0,1.0
representacion_fpca,5,train,1.0,1.0
representacion_fpca,6,train,1.0,1.0
representacion_fpca,7,train,1.0,1.0
representacion_fpca,8,train,0.5733333333333334,0.0
representacion_fpca,9,train,1.0,1.0
representacion_fpca,10,train,1.0,1.0
representacion_fpca,11,train,1.0,1.0
representacion_fpca,12,train,1.0,1.0
representacion_fpca,13,train,1.0,1.0
representacion_fpca,14,train,1.0,1.0
representacion_fpca,15,train,1.0,1.0
representacion_fpca,16,train,1.0,1.0
representacion_fpca,17,train,0.6533333333333333,0.0
representacion_fpca,18,train,0.9866666666666667,0.0
representacion_fpca,19,train,1.0,1.0
representacion_fpca,20,train,1.0,1.0
representacion_fpca,21,train,1.0,1.0
representacion_fpca,22,train,1.0,1.0
representacion_fpca,23,train,1.0,1.0
representacion_fpca,24,train,1.0,1.0
representacion_fpca,25,train,1.0,1.0
representacion_fpca,26,train,1.0,1.0
representacion_fpca,27,train,0.56,0.0
representacion_fpca,28,train,1.0,1.0
representacion_fpca,29,train,1.0,1.0
representacion_fpca,30,train,1.0,1.0
representacion_fpca,31,train,0.6666666666666666,0.0
representacion_fpca,32,train,1.0,1.0
representacion_fpca,33,train,0.8,0.0
representacion_fpca,34,train,1.0,1.0
representacion_fpca,35,train,1.0,1.0
representacion_fpca,36,train,1.0,1.0
representacion_fpca,37,train,1.0,1.0
representacion_fpca,38,train,1.0,1.0
representacion_fpca,39,train,0.7333333333333333,0.0
representacion_fpca,40,train,1.0,1.0
representacion_fpca,41,train,1.0,1.0
representacion_fpca,42,train,1.0,1.0
representacion_fpca,43,train,1.0,1.0
representacion_fpca,44,train,1.0,1.0
representacion_fpca,45,train,1.0,1.0
representacion_fpca,46,train,1.0,1.0
representacion_fpca,47,train,1.0,1.0
representacion_fpca,48,train,1.0,1.0
representacion_fpca,49,train,1.0,1.0
representacion_fpca,50,train,1.0,1.0
representacion_fpca,51,train,1.0,1.0
representacion_fpca,52,train,1.0,1.0
representacion_fpca,53,train,1.0,1.0
representacion_fpca,54,train,1.0,1.0
representacion_fpca,55,train,1.0,1.0
representacion_fpca,56,train,1.0,1.0
representacion_fpca,57,train,1.0,1.0
representacion_fpca,58,train,1.0,1.0
representacion_fpca,59,train,1.0,1.0
representacion_fpca,60,train,1.0,1.0
representacion_fpca,61,train,1.0,1.0
representacion_fpca,62,train,1.0,1.0
representacion_fpca,63,train,1.0,1.0
representacion_fpca,64,train,1.0,1.0
representacion_fpca,65,train,1.0,1.0
representacion_fpca,66,train,1.0,1.0
representacion_fpca,67,train,1.0,1.0
representacion_fpca,68,train,1.0,1.0
representacion_fpca,69,train,1.0,1.0
representacion_fpca,70,train,1.0,1.0
representacion_fpca,71,train,1.0,1.0
representacion_fpca,72,train,1.0,1.0
representacion_fpca,73,train,1.0,1.0
representacion_fpca,74,train,1.0,1.0
representacion_fpca,75,train,1.0,1.0
representacion_fpca,76,train,1.0,1.0
representacion_fpca,77,train,1.0,1.0
representacion_fpca,78,train,1.0,1.0
representacion_fpca,79,train,1.0,1.0
representacion_fpca,80,train,1.0,1.0
representacion_fpca,81,train,1.0,1.0
representacion_fpca,82,train,1.0,1.0
representacion_fpca,83,train,1.0,1.0
representacion_fpca,84,train,1.0,1.0
representacion_fpca,85,train,1.0,1.0
representacion_fpca,86,train,1.0,1.0
representacion_fpca,87,train,1.0,1.0
representacion_fpca,88,train,1.0,1.0
representacion_fpca,89,train,1.0,1.0
representacion_fpca,90,train,1.0,1.0
representacion_fpca,91,train,1.0,1.0
representacion_fpca,92,train,0.7466666666666667,0.0
representacion_fpca,93,train,1.0,1.0
representacion_fpca,94,train,0.92,0.0
representacion_fpca,95,train,0.8666666666666667,0.0
representacion_fpca,96,train,1.0,1.0
representacion_fpca,97,train,1.0,1.0
representacion_fpca,98,train,1.0,1.0
representacion_fpca,99,train,0.7066666666666667,0.0
representacion_fpca,100,train,1.0,1.0
representacion_fpca,101,train,1.0,1.0
representacion_fpca,102,train,1.0,1.0
representacion_fpca,103,train,1.0,1.0
representacion_fpca,104,train,0.7066666666666667,0.0
representacion_fpca,105,train,0.6933333333333334,0.0
representacion_fpca,106,train,1.0,1.0
representacion_fpca,107,train,1.0,1.0
representacion_fpca,108,train,1.0,1.0
representacion_fpca,109,train,0.4,0.0
representacion_fpca,110,train,1.0,1.0
representacion_fpca,111,train,1.0,1.0
representacion_fpca,112,train,1.0,1.0
representacion_fpca,113,train,1.0,1.0
representacion_fpca,114,train,1.0,1.0
representacion_fpca,115,train,1.0,1.0
representacion_fpca,116,train,1.0,1.0
representacion_fpca,117,train,1.0,1.0
representacion_fpca,118,train,0.64,0.0
representacion_fpca,119,train,1.0,1.0
representacion_fpca,120,train,1.0,1.0
representacion_fpca,121,train,1.0,1.0
representacion_fpca,122,train,1.0,1.0
representacion_fpca,123,train,1.0,1.0
representacion_fpca,124,train,1.0,1.0
representacion_fpca,125,train,1.0,1.0
representacion_fpca,126,train,1.0,1.0
representacion_fpca,127,train,1.0,1.0
representacion_fpca,128,train,1.0,1.0
representacion_fpca,129,train,0.8133333333333334,0.0
representacion_fpca,130,train,1.0,1.0
representacion_fpca,131,train,1.0,1.0
representacion_fpca,132,train,1.0,1.0
representacion_fpca,133,train,1.0,1.0
representacion_fpca,134,train,1.0,1.0
representacion_fpca,135,train,1.0,1.0
representacion_fpca,136,train,1.0,1.0
representacion_fpca,137,train,0.84,0.0
representacion_fpca,138,train,1.0,1.0
representacion_fpca,139,train,1.0,1.0
representacion_fpca,140,train,1.0,1.0
representacion_fpca,141,train,1.0,1.0
representacion_fpca,142,train,1.0,1.0
representacion_fpca,143,train,1.0,1.0
representacion_fpca,144,train,0.8266666666666667,0.0
representacion_fpca,145,train,1.0,1.0
representacion_fpca,146,train,1.0,1.0
representacion_fpca,147,train,0.8933333333333333,0.0
representacion_fpca,148,train,1.0,1.0
representacion_fpca,149,train,1.0,1.0
representacion_fpca,150,train,1.0,1.0
representacion_fpca,151,train,1.0,1.0
representacion_fpca,152,train,1.0,1.0
representacion_fpca,153,train,1.0,1.0
representacion_fpca,154,train,0.5733333333333334,0.0
representacion_fpca,155,train,0.8133333333333334,0.0
representacion_fpca,156,train,1.0,1.0
representacion_fpca,157,train,0.4266666666666667,0.0
representacion_fpca,158,train,0.76,0.0
representacion_fpca,159,train,1.0,1.0
representacion_fpca,160,train,1.0,1.0
representacion_fpca,161,train,1.0,1.0
representacion_fpca,162,train,1.0,1.0
representacion_fpca,163,train,1.0,1.0
representacion_fpca,164,train,0.32,0.0
representacion_fpca,165,train,1.0,1.0
representacion_fpca,166,train,0.72,0.0
representacion_fpca,167,train,1.0,1.0
representacion_fpca,168,train,0.8266666666666667,0.0
representacion_fpca,169,train,1.0,1.0
representacion_fpca,170,train,1.0,1.0
representacion_fpca,171,train,0.8933333333333333,0.0
representacion_fpca,172,train,1.0,1.0
representacion_fpca,173,train,1.0,1.0
representacion_fpca,174,train,1.0,1.0
representacion_fpca,175,train,1.0,1.0
representacion_fpca,176,train,1.0,1.0
representacion_fpca,177,train,1.0,1.0
representacion_fpca,178,train,0.8133333333333334,0.0
representacion_fpca,179,train,1.0,1.0
representacion_fpca,180,train,1.0,1.0
representacion_fpca,181,train,1.0,1.0
representacion_fpca,182,train,1.0,1.0
representacion_fpca,183,train,1.0,1.0
representacion_fpca,184,train,1.0,1.0
representacion_fpca,185,train,1.0,1.0
representacion_fpca,186,train,1.0,1.0
representacion_fpca,187,train,1.0,1.0
representacion_fpca,188,train,1.0,1.0
representacion_fpca,189,train,1.0,1.0
representacion_fpca,190,train,1.0,1.0
representacion_fpca,191,train,1.0,1.0
representacion_fpca,192,train,1.0,1.0
representacion_fpca,193,train,1.0,1.0
representacion_fpca,194,train,1.0,1.0
representacion_fpca,195,train,1.0,1.0
representacion_fpca,196,train,1.0,1.0
representacion_fpca,197,train,1.0,1.0
representacion_fpca,198,train,1.0,1.0
representacion_fpca,199,train,1.0,1.0
representacion_fpca,200,train,1.0,1.0
representacion_fpca,201,train,1.0,1.0
representacion_fpca,202,train,0.8933333333333333,0.0
representacion_fpca,203,train,1.0,1.0
representacion_fpca,204,train,1.0,1.0
representacion_fpca,205,train,1.0,1.0
representacion_fpca,206,train,1.0,1.0
representacion_fpca,207,train,1.0,1.0
representacion_fpca,208,train,1.0,1.0
representacion_fpca,209,train,1.0,1.0
representacion_fpca,210,train,1.0,1.0
representacion_fpca,211,train,1.0,1.0
representacion_fpca,212,train,0.56,0.0
representacion_fpca,213,train,0.8933333333333333,0.0
representacion_fpca,214,train,1.0,1.0
representacion_fpca,215,train,1.0,1.0
representacion_fpca,216,train,1.0,1.0
representacion_fpca,217,train,1.0,1.0
representacion_fpca,218,train,1.0,1.0
representacion_fpca,219,train,1.0,1.0
representacion_fpca,220,train,1.0,1.0
representacion_fpca,221,train,0.6,0.0
representacion_fpca,222,train,1.0,1.0
representacion_fpca,223,train,1.0,1.0
representacion_fpca,224,train,1.0,1.0
representacion_fpca,225,train,1.0,1.0
representacion_fpca,226,train,1.0,1.0
representacion_fpca,227,train,1.0,1.0
representacion_fpca,228,train,1.0,1.0
representacion_fpca,229,train,1.0,1.0
representacion_fpca,230,train,1.0,1.0
representacion_fpca,231,train,1.0,1.0
representacion_fpca,232,train,0.7066666666666667,0.0
representacion_fpca,233,train,1.0,1.0
representacion_fpca,234,train,1.0,1.0
representacion_fpca,235,train,1.0,1.0
representacion_fpca,236,train,1.0,1.0
representacion_fpca,237,train,1.0,1.0
representacion_fpca,238,train,1.0,1.0
representacion_fpca,239,train,1.0,1.0
representacion_fpca,240,train,1.0,1.0
representacion_fpca,241,train,1.0,1.0
representacion_fpca,242,train,1.0,1.0
representacion_fpca,243,train,0.3466666666666667,0.0
representacion_fpca,244,train,0.7733333333333333,0.0
representacion_fpca,245,train,1.0,1.0
representacion_fpca,246,train,1.0,1.0
representacion_fpca,247,train,1.0,1.0
representacion_fpca,248,train,1.0,1.0
representacion_fpca,249,train,1.0,1.0
representacion_fpca,250,train,1.0,1.0
representacion_fpca,251,train,0.56,0.0
representacion_fpca,252,train,1.0,1.0
representacion_fpca,253,train,1.0,1.0
representacion_fpca,254,train,1.0,1.0
representacion_fpca,255,train,1.0,1.0
representacion_fpca,256,train,1.0,1.0
representacion_fpca,257,train,1.0,1.0
representacion_fpca,258,train,1.0,1.0
representacion_fpca,259,train,1.0,1.0
representacion_fpca,260,train,1.0,1.0
representacion_fpca,261,train,1.0,1.0
representacion_fpca,262,train,1.0,1.0
representacion_fpca,263,train,1.0,1.0
representacion_fpca,264,train,1.0,1.0
representacion_fpca,265,train,1.0,1.0
representacion_fpca,266,train,1.0,1.0
representacion_fpca,267,train,1.0,1.0
representacion_fpca,268,train,1.0,1.0
representacion_fpca,269,train,1.0,1.0
representacion_fpca,270,train,1.0,1.0
representacion_fpca,271,train,1.0,1.0
representacion_fpca,272,train,1.0,1.0
representacion_fpca,273,train,1.0,1.0
representacion_fpca,274,train,0.6533333333333333,0.0
representacion_fpca,275,train,1.0,1.0
representacion_fpca,276,train,1.0,1.0
representacion_fpca,277,train,1.0,1.0
representacion_fpca,278,train,1.0,1.0
representacion_fpca,279,train,0.7066666666666667,0.0
representacion_fpca,280,train,1.0,1.0
representacion_fpca,281,train,1.0,1.0
representacion_fpca,282,train,0.64,0.0
representacion_fpca,283,train,1.0,1.0
representacion_fpca,284,train,1.0,1.0
representacion_fpca,285,train,1.0,1.0
representacion_fpca,286,train,0.6,0.0
representacion_fpca,287,train,1.0,1.0
representacion_fpca,288,train,1.0,1.0
representacion_fpca,289,train,1.0,1.0
representacion_fpca,290,train,1.0,1.0
representacion_fpca,291,train,1.0,1.0
representacion_fpca,292,train,0.9333333333333333,0.0
representacion_fpca,293,train,1.0,1.0
representacion_fpca,294,train,1.0,1.0
representacion_fpca,295,train,1.0,1.0
representacion_fpca,296,train,1.0,1.0
representacion_fpca,297,train,1.0,1.0
representacion_fpca,298,train,1.0,1.0
representacion_fpca,299,train,1.0,1.0
representacion_fpca,300,train,1.0,1.0
representacion_fpca,301,train,1.0,1.0
representacion_fpca,302,train,0.6266666666666667,0.0
representacion_fpca,303,train,0.7333333333333333,0.0
representacion_fpca,304,train,1.0,1.0
representacion_fpca,305,train,1.0,1.0
representacion_fpca,306,train,1.0,1.0
representacion_fpca,307,train,1.0,1.0
representacion_fpca,308,train,0.4666666666666667,0.0
representacion_fpca,309,train,1.0,1.0
representacion_fpca,310,train,1.0,1.0
representacion_fpca,311,train,1.0,1.0
representacion_fpca,312,train,1.0,1.0
representacion_fpca,313,train,1.0,1.0
representacion_fpca,314,train,1.0,1.0
representacion_fpca,315,train,1.0,1.0
representacion_fpca,316,train,1.0,1.0
representacion_fpca,317,train,0.96,0.0
representacion_fpca,318,train,0.5733333333333334,0.0
representacion_fpca,319,train,0.8,0.0
representacion_fpca,320,train,1.0,1.0
representacion_fpca,321,train,1.0,1.0
representacion_fpca,322,train,1.0,1.0
representacion_fpca,323,train,1.0,1.0
representacion_fpca,324,train,0.6666666666666666,0.0
representacion_fpca,325,train,1.0,1.0
representacion_fpca,326,train,1.0,1.0
representacion_fpca,327,train,0.5866666666666667,0.0
