t,bloque,banda,I_t_puntual,I_t_simultaneo
451,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
452,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
453,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
454,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
455,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
456,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
457,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
458,train,PSBPM-FD (predictiva bayesiana),0.93,0.0
459,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
460,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
461,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
462,train,PSBPM-FD (predictiva bayesiana),0.53,0.0
463,train,PSBPM-FD (predictiva bayesiana),0.96,0.0
464,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
465,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
466,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
467,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
468,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
469,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
470,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
471,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
472,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
473,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
474,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
475,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
476,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
477,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
478,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
479,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
480,train,PSBPM-FD (predictiva bayesiana),0.75,0.0
481,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
482,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
483,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
484,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
485,train,PSBPM-FD (predictiva bayesiana),0.76,0.0
486,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
487,train,PSBPM-FD (predictiva bayesiana),0.57,0.0
488,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
489,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
490,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
491,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
492,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
493,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
494,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
495,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
496,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
497,train,PSBPM-FD (predictiva bayesiana),0.77,0.0
498,train,PSBPM-FD (predictiva bayesiana),0.58,0.0
499,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
500,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
501,train,PSBPM-FD (predictiva bayesiana),0.45,0.0
502,train,PSBPM-FD (predictiva bayesiana),0.98,0.0
503,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
504,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
505,train,PSBPM-FD (predictiva bayesiana),0.69,0.0
506,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
507,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
508,train,PSBPM-FD (predictiva bayesiana),0.91,0.0
509,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
510,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
511,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
512,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
513,train,PSBPM-FD (predictiva bayesiana),0.55,0.0
514,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
515,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
516,train,PSBPM-FD (predictiva bayesiana),0.96,0.0
517,train,PSBPM-FD (predictiva bayesiana),0.71,0.0
518,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
519,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
520,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
521,train,PSBPM-FD (predictiva bayesiana),0.58,0.0
522,train,PSBPM-FD (predictiva bayesiana),0.69,0.0
523,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
524,train,PSBPM-FD (predictiva bayesiana),0.84,0.0
525,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
526,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
527,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
528,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
529,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
530,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
531,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
532,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
533,train,PSBPM-FD (predictiva bayesiana),0.03,0.0
534,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
535,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
536,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
537,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
538,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
539,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
540,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
541,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
542,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
543,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
544,train,PSBPM-FD (predictiva bayesiana),0.2,0.0
545,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
546,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
547,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
548,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
549,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
550,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
551,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
552,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
553,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
554,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
555,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
556,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
557,train,PSBPM-FD (predictiva bayesiana),0.93,0.0
558,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
559,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
560,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
561,test,PSBPM-FD (predictiva bayesiana),0.36,0.0
562,test,PSBPM-FD (predictiva bayesiana),0.5,0.0
563,test,PSBPM-FD (predictiva bayesiana),0.7,0.0
564,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
565,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
566,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
567,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
568,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
569,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
570,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
571,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
572,test,PSBPM-FD (predictiva bayesiana),0.84,0.0
573,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
574,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
575,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
576,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
577,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
578,test,PSBPM-FD (predictiva bayesiana),0.76,0.0
579,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
580,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
581,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
582,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
583,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
584,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
585,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
586,test,PSBPM-FD (predictiva bayesiana),0.58,0.0
587,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
588,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
589,test,PSBPM-FD (predictiva bayesiana),0.43,0.0
590,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
591,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
592,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
593,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
594,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
595,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
596,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
597,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
598,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
599,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
600,test,PSBPM-FD (predictiva bayesiana),0.79,0.0
601,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
602,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
603,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
604,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
605,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
606,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
607,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
608,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
609,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
610,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
611,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
612,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
613,test,PSBPM-FD (predictiva bayesiana),0.29,0.0
614,test,PSBPM-FD (predictiva bayesiana),0.9,0.0
615,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
616,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
617,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
618,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
619,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
620,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
621,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
622,test,PSBPM-FD (predictiva bayesiana),0.96,0.0
623,test,PSBPM-FD (predictiva bayesiana),0.89,0.0
624,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
625,test,PSBPM-FD (predictiva bayesiana),0.61,0.0
626,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
627,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
628,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
629,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
630,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
631,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
632,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
633,test,PSBPM-FD (predictiva bayesiana),0.58,0.0
634,test,PSBPM-FD (predictiva bayesiana),0.35,0.0
635,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
636,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
637,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
638,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
639,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
640,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
641,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
642,test,PSBPM-FD (predictiva bayesiana),0.85,0.0
643,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
644,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
645,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
646,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
647,test,PSBPM-FD (predictiva bayesiana),0.27,0.0
648,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
649,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
650,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
651,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
652,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
653,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
654,test,PSBPM-FD (predictiva bayesiana),0.34,0.0
655,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
656,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
657,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
658,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
659,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
660,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
661,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
662,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
663,test,PSBPM-FD (predictiva bayesiana),0.42,0.0
664,test,PSBPM-FD (predictiva bayesiana),0.67,0.0
665,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
666,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
667,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
668,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
669,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
670,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
671,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
672,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
673,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
674,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
675,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
676,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
677,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
678,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
679,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
680,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
681,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
682,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
683,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
684,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
685,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
686,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
687,test,PSBPM-FD (predictiva bayesiana),0.79,0.0
688,test,PSBPM-FD (predictiva bayesiana),0.93,0.0
689,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
690,test,PSBPM-FD (predictiva bayesiana),0.91,0.0
691,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
692,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
693,test,PSBPM-FD (predictiva bayesiana),0.84,0.0
694,test,PSBPM-FD (predictiva bayesiana),0.82,0.0
695,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
696,test,PSBPM-FD (predictiva bayesiana),0.69,0.0
697,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
698,test,PSBPM-FD (predictiva bayesiana),0.43,0.0
699,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
700,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
701,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
702,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
703,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
704,test,PSBPM-FD (predictiva bayesiana),0.99,0.0
705,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
706,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
707,test,PSBPM-FD (predictiva bayesiana),0.96,0.0
708,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
709,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
710,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
711,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
712,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
713,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
714,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
715,test,PSBPM-FD (predictiva bayesiana),0.8,0.0
716,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
717,test,PSBPM-FD (predictiva bayesiana),0.87,0.0
718,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
719,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
720,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
721,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
722,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
723,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
724,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
725,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
726,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
727,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
728,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
729,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
730,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
731,test,PSBPM-FD (predictiva bayesiana),0.9,0.0
732,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
733,test,PSBPM-FD (predictiva bayesiana),0.56,0.0
734,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
735,test,PSBPM-FD (predictiva bayesiana),0.0,0.0
736,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
737,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
738,test,PSBPM-FD (predictiva bayesiana),0.34,0.0
739,test,PSBPM-FD (predictiva bayesiana),0.98,0.0
740,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
741,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
742,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
743,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
744,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
745,test,PSBPM-FD (predictiva bayesiana),0.43,0.0
746,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
747,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
748,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
749,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
750,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
751,test,PSBPM-FD (predictiva bayesiana),0.97,0.0
752,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
753,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
754,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
755,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
756,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
757,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
758,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
759,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
760,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
761,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
762,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
763,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
764,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
765,test,PSBPM-FD (predictiva bayesiana),0.57,0.0
766,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
767,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
768,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
769,test,PSBPM-FD (predictiva bayesiana),0.81,0.0
770,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
771,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
772,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
773,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
774,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
775,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
776,test,PSBPM-FD (predictiva bayesiana),0.96,0.0
777,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
778,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
779,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
780,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
781,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
782,test,PSBPM-FD (predictiva bayesiana),0.84,0.0
783,test,PSBPM-FD (predictiva bayesiana),0.74,0.0
784,test,PSBPM-FD (predictiva bayesiana),0.97,0.0
785,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
786,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
787,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
788,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
789,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
790,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
791,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
792,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
793,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
794,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
795,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
796,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
797,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
798,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
799,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
800,test,PSBPM-FD (predictiva bayesiana),1.0,1.0
